center_lati,center_long,emd_cd,emd_nm,sgg_nm
37.518621664447764,126.99131142792916,11170133,서빙고동,용산구
37.521302280063516,126.99982191385661,11170134,주성동,용산구
37.51864049142044,126.98482356265691,11170135,용산동6가,용산구
37.526871808980935,127.00093636641196,11170136,보광동,용산구
37.55102968913442,127.04105853332118,11200000,,성동구
37.568457038985166,127.02481825230034,11200101,상왕십리동,성동구
37.56398726679418,127.02802497106939,11200102,하왕십리동,성동구
37.56649089343599,127.03234853205322,11200103,홍익동,성동구
37.56381115501381,127.03355005061894,11200104,도선동,성동구
37.567364209303,127.04074278864152,11200105,마장동,성동구
37.55890772349832,127.04760047694192,11200106,사근동,성동구
37.55762723715426,127.03598863989598,11200107,행당동,성동구
37.550887159014245,127.03380803625718,11200108,응봉동,성동구
37.55356062877322,127.0249946141967,11200109,금호동1가,성동구
37.55303985493152,127.02041492867168,11200110,금호동2가,성동구
37.549892457775286,127.01955708315214,11200111,금호동3가,성동구
37.545465930717256,127.024301485942,11200112,금호동4가,성동구
37.540887663500186,127.02058997393202,11200113,옥수동,성동구
37.54361013482139,127.04282053255558,11200114,성수동1가,성동구
37.5406864075005,127.0566360208888,11200115,성수동2가,성동구
37.553179752690966,127.0620787208393,11200118,송정동,성동구
37.56146709144105,127.0563597635983,11200122,용답동,성동구
37.546720237931474,127.08574409768117,11215000,,광진구
37.56353618720835,127.08878691844791,11215101,중곡동,광진구
37.55057936342495,127.0817381550733,11215102,능동,광진구
37.54440944937811,127.09284919894276,11215103,구의동,광진구
37.547832780011206,127.1047097030555,11215104,광장동,광진구
37.53169649781548,127.07452453170117,11215105,자양동,광진구
37.543232110801796,127.07322269488581,11215107,화양동,광진구
37.55303731783956,127.07367190751613,11215109,군자동,광진구
37.581956547893036,127.05484812780756,11230000,,동대문구
37.5749436956359,127.02556085245747,11230101,신설동,동대문구
37.57572086231629,127.03429171485794,11230102,용두동,동대문구
37.583775030771534,127.03724055033032,11230103,제기동,동대문구
37.57974743326816,127.05570536405565,11230104,전농동,동대문구
37.57101949114032,127.05669876347422,11230105,답십리동,동대문구
37.57020694782509,127.07002444607362,11230106,장안동,동대문구
37.5887959287965,127.04528876855301,11230107,청량리동,동대문구
37.59373569617633,127.05145341917289,11230108,회기동,동대문구
37.58821353212453,127.06452154066405,11230109,휘경동,동대문구
37.59946110520826,127.06324998338759,11230110,이문동,동대문구
37.59781737992498,127.09288317629846,11260000,,중랑구
37.582376099415036,127.08921892289165,11260101,면목동,중랑구
37.59847694715502,127.08712030165583,11260102,상봉동,중랑구
37.6005014515641,127.07814676117593,11260103,중화동,중랑구
37.612713124313935,127.07974156439343,11260104,묵동,중랑구
37.599587276102184,127.10632857277436,11260105,망우동,중랑구
37.61260284187596,127.10080876635266,11260106,신내동,중랑구
37.605701902396824,127.01757949116805,11290000,,성북구
37.597245010994975,126.99291261828093,11290101,성북동,성북구
37.58952568653537,127.00370311178123,11290102,성북동1가,성북구
37.59779444774695,127.0182784560044,11290103,돈암동,성북구
37.590039325998234,127.00726437124563,11290104,동소문동1가,성북구
37.58872066003147,127.00826467260065,11290105,동소문동2가,성북구
37.59038714897721,127.01125343777231,11290106,동소문동3가,성북구
37.591757080714636,127.01065603977527,11290107,동소문동4가,성북구
37.59163936087722,127.01538660608534,11290108,동소문동5가,성북구
37.59353155201267,127.01425561708612,11290109,동소문동6가,성북구
37.59632605151137,127.01419803536375,11290110,동소문동7가,성북구
37.5849131322796,127.0078933542153,11290111,삼선동1가,성북구
37.58387954805537,127.01137580783735,11290112,삼선동2가,성북구
37.586543216665405,127.01306627243675,11290113,삼선동3가,성북구
37.5900247762906,127.01316770762286,11290114,삼선동4가,성북구
37.588540827788385,127.01587788024752,11290115,삼선동5가,성북구
37.59231396867162,127.0182358064756,11290116,동선동1가,성북구
37.590179035535975,127.02002168547627,11290117,동선동2가,성북구
37.5939320490987,127.02068356837147,11290118,동선동3가,성북구
37.59519640054105,127.01862413506754,11290119,동선동4가,성북구
37.596286610248455,127.01666926862214,11290120,동선동5가,성북구
37.58870611055133,127.02210700764752,11290121,안암동1가,성북구
37.58690018393774,127.02318669915104,11290122,안암동2가,성북구
37.58354634953801,127.0233367300506,11290123,안암동3가,성북구
37.58068795862423,127.02466652458612,11290124,안암동4가,성북구
37.588456822671084,127.02838532417744,11290125,안암동5가,성북구
37.58291802529641,127.0213675518561,11290126,보문동4가,성북구
37.582398456646075,127.02008518496882,11290127,보문동5가,성북구
37.58039122012148,127.01886416937695,11290128,보문동6가,성북구
37.579773680700086,127.0223785070424,11290129,보문동7가,성북구
37.58649815177395,127.01966765470631,11290130,보문동1가,성북구
37.58575726756298,127.01823149269511,11290131,보문동2가,성북구
37.58396377942942,127.01636366042453,11290132,보문동3가,성북구
37.615586951442225,126.99766937098943,11290133,정릉동,성북구
37.60859152447063,127.0221422467614,11290134,길음동,성북구
37.59717389335986,127.03390334508477,11290135,종암동,성북구
37.60468156510123,127.03935699563534,11290136,하월곡동,성북구
37.6061701407617,127.04777420744263,11290137,상월곡동,성북구
37.61521889311376,127.04991549658914,11290138,장위동,성북구
37.6082658183207,127.06148091611153,11290139,석관동,성북구
37.64347391355864,127.0111889752399,11305000,,강북구
37.62109934674796,127.02387987626821,11305101,미아동,강북구
37.62904413412293,127.03675551051244,11305102,번동,강북구
37.63832677944964,127.00737178236452,11305103,수유동,강북구
37.66328646306527,127.00051722444942,11305104,우이동,강북구
37.66910208028845,127.03236881955814,11320000,,도봉구
37.65335781177766,127.0270974101564,11320105,쌍문동,도봉구
37.665283907981184,127.03106431008626,11320106,방학동,도봉구
37.647745491815094,127.04406470622502,11320107,창동,도봉구
37.684848971479674,127.02923517733603,11320108,도봉동,도봉구
37.65251104799007,127.07503468933729,11350000,,노원구
37.62824386541814,127.05674102546848,11350102,월계동,노원구
37.630496379881066,127.09101086682489,11350103,공릉동,노원구
37.63764458714343,127.07250995943339,11350104,하계동,노원구
37.67299194181273,127.07033673387207,11350105,상계동,노원구
37.65101288661096,127.07999779125096,11350106,중계동,노원구
37.61921128257489,126.92702287719973,11380000,,은평구
37.585573481118566,126.8945465125158,11380101,수색동,은평구
37.605309755631055,126.93458290540775,11380102,녹번동,은평구
37.619155862149974,126.93557752686439,11380103,불광동,은평구
37.62154267658806,126.91357868388485,11380104,갈현동,은평구
37.611072602353374,126.90731080703928,11380105,구산동,은평구
37.61225609331376,126.92315293702484,11380106,대조동,은평구
37.59383528652553,126.9231250595101,11380107,응암동,은평구
37.6045776295367,126.91462526557598,11380108,역촌동,은평구
37.59561341565446,126.90720336896341,11380109,신사동,은평구
37.584168127045594,126.90596446730832,11380110,증산동,은평구
37.63967722434144,126.93782346490225,11380114,진관동,은평구
37.577785309169954,126.93906309571523,11410000,,서대문구
37.564853948305114,126.96417623409315,11410101,충정로2가,서대문구
37.562117013495346,126.96196372689747,11410102,충정로3가,서대문구
37.561570434238035,126.96607038969532,11410103,합동,서대문구
37.563330973824016,126.96728785458988,11410104,미근동,서대문구
37.56681402729026,126.96241873238229,11410105,냉천동,서대문구
37.56790609966186,126.9594360612699,11410106,천연동,서대문구
37.56935098044264,126.95912788407594,11410107,옥천동,서대문구
37.570299217695194,126.95770815155441,11410108,영천동,서대문구
37.57377155294639,126.95404620273113,11410109,현저동,서대문구
37.5624196966443,126.95438644117793,11410110,북아현동,서대문구
37.58707668244387,126.94895107306588,11410111,홍제동,서대문구
37.560412626930166,126.94631349624265,11410112,대현동,서대문구
37.56422006958602,126.94430948103829,11410113,대신동,서대문구
37.565544529482956,126.94139603706327,11410114,신촌동,서대문구
37.572631085184156,126.94692559995968,11410115,봉원동,서대문구
37.55869869335811,126.9342113696831,11410116,창천동,서대문구
37.57198173019036,126.93282762424415,11410117,연희동,서대문구
37.59302549117553,126.9385709042098,11410118,홍은동,서대문구
37.57880151045278,126.91118899754073,11410119,북가좌동,서대문구
37.57562164983495,126.91944122847062,11410120,남가좌동,서대문구
37.55931349255405,126.90827002744956,11440000,,마포구
37.554468382783945,126.95631975429207,11440101,아현동,마포구
37.548070476424705,126.95494771882707,11440102,공덕동,마포구
37.544130924817956,126.95594297545462,11440103,신공덕동,마포구
37.53975917629893,126.95004819946654,11440104,도화동,마포구
37.5414984909524,126.94045248143573,11440105,용강동,마포구
37.538912376489684,126.93980136657306,11440106,토정동,마포구
37.53713452996969,126.94384420166696,11440107,마포동,마포구
37.5498040641047,126.94319685161834,11440108,대흥동,마포구
37.54913172008571,126.94732838463976,11440109,염리동,마포구
37.55438895228857,126.93778538675218,11440110,노고산동,마포구
37.54857717559063,126.93682967808036,11440111,신수동,마포구
37.54222205707352,126.93437470968541,11440112,현석동,마포구
37.54576155609859,126.93256322437648,11440113,구수동,마포구
37.550265062353155,126.9300885513184,11440114,창전동,마포구
37.5466706437852,126.92448716178278,11440115,상수동,마포구
37.54359212390608,126.92779898148954,11440116,하중동,마포구
37.543178482062096,126.93035131820749,11440117,신정동,마포구
37.542605540668276,126.92206848707312,11440118,당인동,마포구
37.553839380609624,126.91879840951502,11440120,서교동,마포구
37.55759508575316,126.92515423679855,11440121,동교동,마포구
37.54702306046542,126.9090449981631,11440122,합정동,마포구
37.555477732312426,126.89993048134066,11440123,망원동,마포구
37.5630232338545,126.92152855304707,11440124,연남동,마포구
37.565658555216956,126.90469377493744,11440125,성산동,마포구
37.571630834829875,126.90616779602506,11440126,중동,마포구
37.57072003647314,126.87988623319272,11440127,상암동,마포구
37.52478941020829,126.85547766023458,11470000,,양천구
37.51519455087799,126.8557190417005,11470101,신정동,양천구
37.53604466340131,126.87452133943201,11470102,목동,양천구
37.52660593745799,126.83432123077874,11470103,신월동,양천구
37.561235428012274,126.82280668970552,11500000,,강서구
37.554549561429376,126.87178059435477,11500101,염창동,강서구
37.55456418997172,126.8543090962772,11500102,등촌동,강서구
37.540699201322994,126.84727060019719,11500103,화곡동,강서구
37.567889449871224,126.85105981036837,11500104,가양동,강서구
37.568649088623175,126.829409872915,11500105,마곡동,강서구
37.55249139372813,126.83330470248421,11500106,내발산동,강서구
37.54708772071814,126.81963375895721,11500107,외발산동,강서구
37.55391791037705,126.80893306555525,11500108,공항동,강서구
37.57589544611857,126.81358719586137,11500109,방화동,강서구
37.5871140137266,126.8035926508052,11500110,개화동,강서구
37.565624878974084,126.78780302827361,11500111,과해동,강서구
37.552955743755994,126.78477441341407,11500112,오곡동,강서구
37.54347716877586,126.79793343379282,11500113,오쇠동,강서구
37.494405428561855,126.85630057897222,11530000,,구로구
37.5099460149011,126.88218517004144,11530101,신도림동,구로구
37.49423457994257,126.88468696337424,11530102,구로동,구로구
37.482700106326476,126.88803772989327,11530103,가리봉동,구로구
37.503168238245614,126.85887581798399,11530106,고척동,구로구
37.494224747761535,126.8519426662647,11530107,개봉동,구로구
37.491991884472796,126.83854726394607,11530108,오류동,구로구
37.500432768671565,126.82852559348943,11530109,궁동,구로구
37.49414445079123,126.8206168227773,11530110,온수동,구로구
37.480835735835825,126.83981902082006,11530111,천왕동,구로구
37.481036282021215,126.82459683794686,11530112,항동,구로구
37.46056756493177,126.90082024440927,11545000,,금천구
37.47668465005587,126.8837782478907,11545101,가산동,금천구
37.46747612339402,126.8982967098815,11545102,독산동,금천구
37.449530199101986,126.90928980328589,11545103,시흥동,금천구
37.5223082885753,126.91016946737669,11560000,,영등포구
37.51378577572174,126.90691319479247,11560101,영등포동,영등포구
37.517626418271384,126.91286680684453,11560102,영등포동1가,영등포구
37.520609857723166,126.9121946850571,11560103,영등포동2가,영등포구
37.518262914465,126.9078989301965,11560104,영등포동3가,영등포구
37.51789068880999,126.9035777653571,11560105,영등포동4가,영등포구
37.52107507205193,126.90668058866625,11560106,영등포동5가,영등포구
37.52163220111002,126.90307415213174,11560107,영등포동6가,영등포구
37.52429193122779,126.90711967736986,11560108,영등포동7가,영등포구
37.52829994600516,126.90529436924353,11560109,영등포동8가,영등포구
37.52850492683605,126.9284679473727,11560110,여의도동,영등포구
37.52168456030789,126.8985127612387,11560111,당산동1가,영등포구
37.52248372355299,126.893705744736,11560112,당산동2가,영등포구
37.52586213949938,126.89711351458065,11560113,당산동3가,영등포구
37.52903856574709,126.89913605068973,11560114,당산동4가,영등포구
37.532087215691064,126.90120008850569,11560115,당산동5가,영등포구
37.5346606208331,126.90288026026408,11560116,당산동6가,영등포구
37.53642450483842,126.90401157069759,11560117,당산동,영등포구
37.50910124208346,126.90054204843766,11560118,도림동,영등포구
37.51228289803374,126.8970601169093,11560119,문래동1가,영등포구
37.5127780462451,126.89309465512349,11560120,문래동2가,영등포구
37.5172701913735,126.89571530396154,11560121,문래동3가,영등포구
37.51446764686954,126.88987299071141,11560122,문래동4가,영등포구
37.516682920081536,126.88385584048704,11560123,문래동5가,영등포구
37.51989725675836,126.88465425785597,11560124,문래동6가,영등포구
37.523190208593505,126.88869864627355,11560125,양평동1가,영등포구
37.5234270604656,126.88375778087907,11560126,양평동2가,영등포구
37.52903606607547,126.89104772041625,11560127,양평동3가,영등포구
37.5363178277667,126.89615163446744,11560128,양평동4가,영등포구
37.539366659570625,126.89264505361885,11560129,양평동5가,영등포구
37.542637630235106,126.8895728212249,11560130,양평동6가,영등포구
37.54796943614185,126.88912100489777,11560131,양화동,영등포구
37.506064430223205,126.91361404352891,11560132,신길동,영등포구
37.49542734758569,126.900128911302,11560133,대림동,영등포구
37.532887014509114,126.88694213964823,11560134,양평동,영등포구
37.498876876071876,126.9516414543837,11590000,,동작구
37.511569947642336,126.94188374828862,11590101,노량진동,동작구
37.49870787980003,126.94408044624419,11590102,상도동,동작구
37.50327443968304,126.95064170454968,11590103,상도1동,동작구
37.5124477714215,126.95365895145983,11590104,본동,동작구
37.50549290376016,126.96233704706508,11590105,흑석동,동작구
37.49921742348401,126.97387524335258,11590106,동작동,동작구
37.485622527920334,126.97231151798462,11590107,사당동,동작구
37.5068788212364,126.92800815596662,11590108,대방동,동작구
37.49267402527196,126.9171909623841,11590109,신대방동,동작구
37.46737569058797,126.94533715305033,11620000,,관악구
37.47797496610814,126.9534874765543,11620101,봉천동,관악구
37.46319952201074,126.93580773340327,11620102,신림동,관악구
37.46411143344172,126.97776851593538,11620103,남현동,관악구
37.47329546734596,127.03122031111438,11650000,,서초구
37.47949267195766,126.99311799562292,11650101,방배동,서초구
37.471969364655116,127.03742173850947,11650102,양재동,서초구
37.46593428048647,127.01794436004808,11650103,우면동,서초구
37.443320687492225,127.04862966597167,11650104,원지동,서초구
37.51510276517586,127.00909158692494,11650106,잠원동,서초구
37.50396464822147,127.00076347605462,11650107,반포동,서초구
37.48837476066834,127.01680535750033,11650108,서초동,서초구
37.458149770465056,127.0767406910146,11650109,내곡동,서초구
37.463670109947444,127.0536509816786,11650110,염곡동,서초구
37.4440741995561,127.06217060245565,11650111,신원동,서초구
37.496643894287786,127.06298520424792,11680000,,강남구
37.50007839967135,127.0385490769512,11680101,역삼동,강남구
37.480276382085364,127.06259188505676,11680103,개포동,강남구
37.52439589934928,127.05047177757721,11680104,청담동,강남구
37.513968937181204,127.0561216060426,11680105,삼성동,강남구
37.49918983082211,127.06334667950938,11680106,대치동,강남구
37.52380657423338,127.0265021417178,11680107,신사동,강남구
37.51367912993379,127.03171247842701,11680108,논현동,강남구
37.530736240237125,127.02847878449755,11680110,압구정동,강남구
37.46436944623918,127.10459678585212,11680111,세곡동,강남구
37.476268479930354,127.10035102126302,11680112,자곡동,강남구
37.47081185783545,127.11207067721938,11680113,율현동,강남구
37.488008106820445,127.08286049104915,11680114,일원동,강남구
37.48587602939197,127.09671869070249,11680115,수서동,강남구
37.488595876138916,127.04527689043202,11680118,도곡동,강남구
37.50561924154445,127.11529503972389,11710000,,송파구
37.5119628280698,127.08339049764068,11710101,잠실동,송파구
37.5239235994725,127.09897863081738,11710102,신천동,송파구
37.53320666327234,127.1139970165966,11710103,풍납동,송파구
37.505107611543636,127.11354718758949,11710104,송파동,송파구
37.502726254178654,127.10251312460893,11710105,석촌동,송파구
37.50190204743216,127.09188803768618,11710106,삼전동,송파구
37.49568677990765,127.11840441939489,11710107,가락동,송파구
37.485585036111516,127.12255946532606,11710108,문정동,송파구
37.47687259462157,127.13206416792963,11710109,장지동,송파구
37.515674624614924,127.12538894253487,11710111,방이동,송파구
37.50400505475779,127.13402013341098,11710112,오금동,송파구
37.489726894027825,127.14497969053633,11710113,거여동,송파구
37.49848696830423,127.15275251791014,11710114,마천동,송파구
37.5504502432305,127.14701184176552,11740000,,강동구
37.54905366226175,127.15081019495686,11740101,명일동,강동구
37.56382203459346,127.15823011188463,11740102,고덕동,강동구
37.55110315997119,127.16963994536341,11740103,상일동,강동구
